21:50:30.9181727,543301757.351376
21:50:30.9391774,563490030.570906
21:50:30.9571822,579515531.794123
21:50:30.9691860,590126502.015666
21:50:30.9781881,598431846.903668
21:50:30.9921913,611825902.453547
21:50:31.0081954,624785823.624346
21:50:31.0251999,633469682.168553
21:50:31.0352028,642425204.032912
21:50:31.0452052,650900338.49601
21:50:31.0542072,658991689.971262
21:50:31.0652102,668989954.019227
21:50:31.0752128,678225043.201201
21:50:31.0862155,688099185.214958
21:50:31.0962184,697877893.777885
21:50:31.1112226,710650168.194139
21:50:31.1222252,720497670.809044
21:50:31.1452311,742366275.340728
21:50:31.1862432,779482861.937949
21:50:31.2022465,794565445.538091
21:50:31.2192500,810230583.025199
21:50:31.2332539,821417374.098835
21:50:31.2472574,834356217.94307
21:50:31.2612609,847062040.232518
21:50:31.2802660,863397553.800608
21:50:31.2942713,876247404.488241
21:50:31.3082730,887719617.692425
21:50:31.3222766,899975204.867223
21:50:31.3342795,910818611.162259
21:50:31.3432819,919696849.495886
21:50:31.3552854,929900617.477846
21:50:31.3692887,941348240.467706
21:50:31.3862931,957075438.971918
21:50:31.4002966,968334829.725939
21:50:31.4153008,981403650.417316
21:50:31.4293049,993849226.271834
21:50:31.4423073,1005227762.46907
21:50:31.4553108,1017774041.10606
21:50:31.4683141,1029303338.73635
21:50:31.4833182,1042260625.24133
21:50:31.4953211,1052307484.23665
21:50:31.5323309,1089009842.81876
21:50:31.5473353,1102245818.41942
21:50:31.5583377,1113016039.55277
21:50:31.5713412,1124603592.57176
21:50:31.5843465,1136421532.47972
21:50:31.5953477,1146587244.17761
21:50:31.6063506,1155658105.85677
21:50:31.6183533,1166470774.38391
21:50:31.6293560,1176599893.50095
21:50:31.8494123,1395768668.14423
21:50:32.3055304,1849739446.18739
21:50:32.6976313,2061405863.53661
21:50:33.3424373,2545295321.15552
21:50:33.7957374,2885060654.3983
21:50:34.4100818,3383096218.2885
21:50:34.5371239,3475432765.81656
21:50:34.7691847,3678143368.56077
21:50:34.9572325,3832480628.61956
21:50:35.1392800,3915178690.35446
21:50:35.2523089,3971751698.55442
21:50:35.2973204,4002587827.31698
21:50:35.3313290,4029790459.17249
21:50:35.3483334,4045069471.74658
21:50:35.3653381,4060137711.05503
21:50:35.3883440,4079811931.69892
21:50:35.4033479,4093831574.01084
21:50:35.4253538,4113050875.68973
21:50:35.4463594,4131501147.68971
21:50:35.4663644,4149881747.41576
21:50:35.4863694,4168168962.87551
21:50:35.5053747,4185014137.90953
21:50:35.5253815,4202813940.1925
21:50:35.5483854,4220985815.83744
21:50:35.5673904,4239128417.41772
21:50:35.5873954,4257226815.16034
21:50:35.9935001,4661022724.57818
21:50:36.3976043,5019844888.44093
21:50:36.7907070,5357238436.96401
21:50:37.1087881,5659414407.46512
21:50:37.5630862,6019753553.35915
21:50:38.2236970,6388692248.49114
21:50:38.6861406,6733993307.36333
21:50:39.2927876,7147946731.74096
21:50:39.4878381,7279970128.74441
21:50:39.9329538,7711112405.6753
21:50:40.0779915,7808539713.04976
21:50:40.1140001,7840366768.90146
21:50:40.1280039,7853464863.65751
21:50:40.1590125,7881815331.58879
21:50:40.2360317,7956739958.19078
21:50:40.2580382,7977570211.64856
21:50:40.2750420,7991522230.87108
21:50:40.2920467,8007755577.95347
21:50:40.3090509,8021428908.08032
21:50:40.3280559,8038958510.74636
21:50:40.3460603,8055189808.64422
21:50:40.3640644,8070300495.34645
21:50:40.3800689,8084468264.4256
21:50:40.3990739,8101177607.79955
